Point,X (m),Y (m),Z (m)
160,2447.999855461347,-2401.4101627840346,211.48834736957735
161,2014.2578975209258,-1678.017189559512,19.455113114767684
162,2412.402467160629,-1991.306177068077,43.272501299292756
163,1036.2651061442855,-2036.4691450964,102.52369259151008
164,1971.2363947054173,-2329.2165725508785,3.2465947621180185
165,1689.0257306982085,-1731.9993319766945,58.2055907903995
166,1315.7412015248644,-2140.3197298576597,134.5292851140553
167,2678.1259316954283,-2880.0095370923514,159.69555068224457
168,1452.3732287209873,-1205.1033251144056,79.8212863761666
169,1965.2333404251417,-2264.7298925091236,43.678110820808854
170,1109.0054829901692,-1824.9688251826076,240.7886575702133
171,1025.972252765691,-1999.153792029976,-14.773315079685817
172,2357.394472783235,-1406.0723932531034,75.43911545331444
173,2049.297633444656,-1156.8545034594447,-5.0022674729454195
174,2445.4143117382646,-2471.3784074879823,222.81980668639432
175,2770.9144717739723,-2784.2431625693016,45.61358648450599
176,2975.116607786194,-1869.4805185189389,49.000927909845075
177,1886.8278145726213,-1473.80191035754,227.38664048223592
178,2646.0658846202123,-2282.477098569268,107.47670232316128
179,2914.573526553694,-1394.5334064120934,221.5935647763624
180,2650.199623557375,-2240.9133318323943,69.33738361332951
181,2686.831545158075,-2728.217727968121,45.76819865471085
182,2187.325258168442,-2629.9598246862165,233.77067198895952
183,2654.792288047114,-1714.7548167453263,49.73418858103811
184,1824.896090320687,-1861.8399570918546,37.124609363505314
185,1392.302585342122,-1676.5639972381769,111.59238072001344
186,2085.1233216976098,-2221.284305561167,177.81888584498452
187,1542.865455170554,-1013.559926603117,101.9485135480335
188,1060.0826380701303,-1527.3705376032665,-1.8828023943363004
189,1539.437572490839,-1117.2539984872287,243.34720451952234
190,2569.7338578769304,-2901.9553235579438,30.865086979697068
191,2992.434816053492,-2982.4444872039594,107.00086889554129
192,1651.9894340545961,-2840.9968512376026,0.6028271627667632
193,1844.957826764778,-2681.0403097652165,190.97845830331175
194,1405.633311623702,-1387.8495436940602,129.57084728408864
195,1819.8291608066183,-1353.0767988815219,111.35993504034018
196,1307.98544508307,-2483.432496582715,102.0972732759271
197,1891.6039667107357,-2809.8548491669817,24.434917828448626
198,1365.8094991404664,-1552.9841678014604,259.4722647410708
199,2013.7820969216666,-1445.624151784651,211.40719792820448
