Point,X (m),Y (m),Z (m)
82,2598.5927873042856,-1932.5510601302062,39.20985088169456
83,1696.207227123287,-2109.921441530156,178.22700917698717
84,1096.6005304720613,-2219.823942805201,111.22652459893035
85,1903.275027845158,-1683.985021570605,131.9351425154653
86,1702.3337547892831,-1553.9015261821492,254.02707683255232
87,1316.8100054255178,-1048.548039702619,247.93788448896737
88,1103.4900537891947,-2434.881151753583,138.338481886071
89,1950.6325081201032,-1554.6301864386105,173.0899040655955
90,2143.9029945286456,-1614.7878067693823,-4.3858044323376255
91,2133.1799241798726,-2858.0263897344944,45.738094515366924
92,1556.3430979563757,-2322.7681295729144,154.68620535585285
93,2024.9008634778759,-2727.2871376864105,128.18174069867706
94,1500.231336651316,-2401.2502881150363,225.57062409490555
95,1794.573533849043,-2162.818544304857,235.4135621600833
96,2364.8335820536618,-2705.107567630796,52.413388980597645
97,2041.3261626295148,-2215.96341156988,57.6913463649545
98,2005.9590363918237,-2876.908083518051,192.05352975797607
99,1472.5712404932347,-1662.8625705427698,244.06060649879362
100,2265.7323535786336,-1909.2955589264463,126.3772018031595
101,1933.2895708274373,-1676.4080031215485,201.73731421346443
102,2350.17020314804,-1438.6433402623568,84.88904756012806
103,1649.7714192494973,-1827.6622660026785,154.8381418861928
104,2899.8661975229634,-1454.604875438709,212.01817464845143
105,1906.881793469625,-1860.020569503117,45.779824179645026
106,1068.826035027468,-1515.342196761625,158.9509257632312
107,2959.8817860321897,-1614.2577202053944,171.3405710884434
108,1441.2098885025935,-1154.6369435999206,241.68845216002967
109,1578.5537968455437,-2384.1868431391226,76.5646414129849
110,2435.9013247448293,-1348.563572962393,-2.804725606016323
111,1581.9659919308324,-2576.646938741867,72.64968159675816
112,2434.9099542777435,-1261.1159431541587,171.65330755423105
113,2352.2825982134514,-1685.4025508160687,121.24240341594651
114,2173.8029468099294,-1257.7478216104596,112.02661330160662
115,2867.2841012949148,-2819.231104720923,139.53945866457022
116,1393.4886658371324,-1308.0660308395986,162.62621228863736
117,2619.960697454788,-2870.3097680399123,-1.5213882490690196
118,2216.7373514718306,-1214.2972370530204,200.24493955380788
119,1181.0191469067418,-2956.949311859258,81.54583001921624
120,2002.8544100246306,-1726.4920365219239,206.89791269484274
121,1934.1761162544776,-2739.530419496834,83.28127254290808
122,1253.2502192751074,-2941.6026605916495,-0.6309471414004548
123,2941.975898935979,-2231.0090641657002,232.7325211393042
124,1849.0518021812845,-2767.5055605636408,195.09256442807074
125,1900.1049710641187,-1677.9537719430632,100.20041705356182
126,2545.9458963170455,-1665.96617024518,100.35700411531145
127,2621.2814596342805,-1793.6015864587487,14.335434983035388
128,1746.5601205454532,-2498.0116966330734,27.85380476013131
129,2900.199405415199,-1090.674521304112,69.38134034743544
130,1149.12471888183,-2566.0540414843913,197.3083907726981
131,1034.4572084635486,-1186.5915717924827,224.048956373259
132,2769.322509873523,-1295.750519780033,46.136169781558735
133,2711.3227250878053,-1624.4880677089202,164.57758554466972
134,1089.1060700806167,-2172.63773153594,9.91592532045036
135,1940.5481739740994,-2108.5249453869164,60.338563720407336
136,2574.1447407022215,-1045.5496757567682,46.467019524305194
137,1518.5873544916371,-1861.7311103527552,245.27772570868518
138,1835.8400913602422,-1709.934193827247,46.85360345355337
139,1544.2689855072547,-1221.6900546969705,78.13020104378879
140,2740.5284422408986,-2808.211392117943,48.6806125176158
141,1560.846881512856,-2678.7123535931837,83.767589929774
142,2615.5011519829413,-2391.8820342629324,106.6846060122707
143,1082.0906111831514,-1390.587621309339,65.04702456943858
144,1938.8497500642748,-1492.8527553203241,141.89883419285925
145,1589.7892263287727,-1315.0597344430453,251.0090680096747
146,1502.1504903963705,-1339.5373086387235,179.06628087078118
147,1912.1829375354287,-2421.928962011517,143.17140793121604
148,2214.834452584141,-2467.882994388705,175.72074933388532
149,2205.0952085164745,-2495.5407679306886,134.9561982026779
150,2222.188098738344,-1035.4437097567338,50.360522349117886
151,2776.4993457103546,-2015.600840040142,174.16124044210983
152,2775.3283014796234,-2136.1522258495743,222.40089454924697
153,2128.5234034807763,-1998.8965884037252,42.89922975182926
154,2021.9498693049788,-2599.691424784258,70.02509312513233
155,2506.662161523595,-1534.1828287137764,227.8986544887678
156,1818.6479099145777,-2247.4295528563243,133.93236309097801
157,2259.9732154379717,-2156.647470220414,186.97177684291435
158,2181.921737845956,-2085.385113266658,21.059530091971006
159,2288.820921459187,-1332.6968289459217,136.3756371407794
160,2171.0966271877332,-1857.9450547877823,48.115015471175994
161,1658.5232739337428,-1568.3442435380848,-13.451237399354714
162,1045.9872637803157,-2086.575982302009,98.75688432428299
163,2916.0911936833427,-2375.0527359204684,131.17358796655859
164,2984.9536057052646,-2855.1538341800406,136.2577230073974
165,1580.549171171428,-1641.134674700109,25.847592951951043
166,2500.9001099444313,-1222.8228540361035,211.65174381887624
167,1929.9245743027113,-2373.3222813847146,3.114883642683896
168,2121.2113693168967,-2100.439627321098,56.03314644606263
169,2878.8077363332404,-1585.4308682337023,70.8930685328299
170,1876.3086860604599,-1429.717551820677,4.389773392334774
171,1986.911753341631,-1088.049453841871,45.96044703588823
172,2172.075401162856,-1763.1105353299213,109.08709015318634
173,1887.2189169446096,-2449.901222658045,-6.31459563573924
174,1391.3435639380034,-2505.079788640065,55.948105683050144
175,1061.442821783427,-2559.7002792381563,-9.585740773741708
176,2670.3207515397708,-2250.0708993289204,132.16239446585607
177,1611.3734107149053,-2010.4512554737541,89.16507315352939
178,2606.848465747751,-1694.9662435448085,-10.16632054480165
179,2150.971066900109,-1239.9479913706245,135.1461413098171
180,2871.185219401349,-2660.018558572428,228.5851792312155
181,1223.0413357559175,-2296.9327816220325,111.8294486200271
182,2798.7002029312694,-2586.9517060729163,121.38339653307395
183,2863.4808375634357,-1318.8896599958252,43.44449538507552
184,1337.4601722388477,-1053.9264812434164,31.338830559603544
185,2769.2762152653004,-2156.342942798284,89.49291383946601
186,2936.734784203595,-1893.118463886739,206.5484116135457
187,2185.924119929262,-1958.546415609083,119.26700560282382
188,1734.2794568322188,-1668.0295271388495,137.86759543269395
189,2269.9221717095033,-2590.5980583838,115.07468062197498
190,2794.502720755366,-1919.995993347994,224.21926508647007
191,2495.106908683025,-1572.7443505721903,187.66895897454776
192,2817.7095671392935,-1520.3470868744016,76.3021102392632
193,1258.6906601846563,-2821.3867895007675,68.26592755358563
194,1528.6959289850238,-2455.7964988411914,253.31377828547272
195,2638.3911274859315,-1690.4016869414525,185.35970222849775
196,2444.7572325946758,-2429.0588698948927,100.17719266887985
197,1725.2747324887443,-1266.4262070601278,76.50158349711667
198,2977.080078419385,-2165.5729532381497,131.82566582296178
199,1032.4119372451921,-1335.9310244364058,234.90308138916865
