Point,X (m),Y (m),Z (m)
83,1613.3008483940735,-2453.118287348412,204.2761670856016
84,1047.9086419411424,-2705.901467281764,33.85580935689956
85,1597.2033570790836,-1508.270039337726,1.1902423311955665
86,1896.6462128473433,-2205.05443983069,27.220818911825994
87,2328.0969057533985,-1743.2849309630471,234.19712362116366
88,2080.2347701076887,-1745.6637587501646,242.13892136282982
89,1329.4594729718692,-2334.5210973543394,39.70492760021726
90,2199.0267651718295,-1209.025593211535,182.1289276848483
91,1647.4358152567438,-2505.91059695958,206.11686333671813
92,1292.92801551404,-1150.8552099361957,94.57514779002558
93,1422.075761261898,-2908.1040182285333,16.98533549271931
94,2519.929188931036,-1854.315452897809,4.259601200236169
95,1064.7643632006173,-2211.687148198638,182.89519961167986
96,2013.6468646735684,-1761.2475134470817,139.61570359446725
97,1447.6532778957946,-1823.7816972072599,-0.6204356605294308
98,2380.9582111031727,-2368.246631356611,84.66754741075168
99,2584.703789844749,-1220.0217804304334,259.027194331142
100,1722.165909067592,-1036.1582157684022,140.99724843629537
101,2809.974556267145,-2104.267030176102,34.96750720595872
102,1026.9701465150406,-2713.7314546613698,69.75925505275168
103,1223.149659742453,-2526.1800233365293,75.69490646779131
104,1753.5319832749387,-2503.1819176214567,191.3788480134555
105,1774.3018634988593,-1239.5173422527332,187.61791289810608
106,1367.232502149759,-1374.544218134082,27.264929332135267
107,2978.369655780736,-2555.672570978658,216.77424516211454
108,2719.0599735366277,-2439.616166633596,205.54833390074424
109,1985.1209793772705,-1678.336505183814,85.18370441624793
110,1529.6539109254456,-2814.72083267974,213.20037191798778
111,2404.2919232396835,-1296.4485220474996,-2.4707016767534142
112,2032.9421734068378,-1690.7717681734998,254.47752366108108
113,2103.7324530548176,-2448.4780847762127,24.040521257715525
114,2456.7376029545067,-1518.805883133532,218.5767008307305
115,1900.418855034793,-2670.6270886986654,174.37908155584287
116,1820.2609719183997,-2313.9600587042423,154.1249513210485
117,1147.7058369998006,-1935.4086132789334,129.5329317993733
118,1861.7214155400202,-2667.0199311269216,199.02775044009027
119,2636.48832489834,-2297.1401717213134,73.79193340464629
120,1464.333558567202,-1271.44095308567,126.28161218138496
121,1357.6160028600962,-2379.5688671600983,124.08520444494059
122,1327.5501149122874,-1344.6144120017643,10.775064961662274
123,2870.4716652147645,-1824.4823271425025,217.62203576112455
124,2055.0177027873788,-1034.0193535499611,228.1763943402858
125,1031.4634846046702,-2233.4060816305946,-8.005411332223641
126,1976.6170758833605,-1773.4801006169769,193.3150314456034
127,2350.5274220823476,-2447.465315223164,126.2591651709279
128,2211.033231941262,-1702.7761384931043,233.78794367256089
129,1516.3812034287787,-1964.9825415882053,32.489049054887644
130,1381.7139877572606,-1159.0970485955972,69.37995396224086
131,1199.7756530729775,-2611.8688240430274,81.00905352137818
132,2478.4832809813506,-1077.303575968963,160.92102204047862
133,1344.9094513886703,-1562.785187673278,54.82014626598652
134,2143.1524784394455,-1164.2486763579407,176.0902167540478
135,1250.6575523959477,-1790.3509754383977,120.96392197643743
136,2956.1129701765076,-2625.0361962832794,20.72908284780482
137,1130.0901089849908,-1243.6205165084104,103.06794380521711
138,1403.8421559768792,-1090.1645025468185,232.94500848916024
139,1215.0867354073516,-1118.2332229519575,176.57227252071496
140,2316.980333970637,-2939.871128181211,-0.2390054764626921
141,1414.1141023695468,-1336.3208169469478,94.24267254937982
142,1360.41262960348,-1258.3618190979375,245.0643131111832
143,2719.801158790497,-1399.838404978018,231.68043322753496
144,2901.057222686305,-2494.533002535437,50.23609872804187
145,1341.8942729329224,-1140.8749640373405,156.3803342740822
146,1093.6225161375583,-2037.1462081546606,143.21768414498365
147,2295.8000225983337,-1031.2563440210813,193.35440199846042
148,1787.0982486305825,-2152.1530365488984,71.71325853063641
149,1824.9484753562188,-2014.1151115410112,133.00475040356062
150,1346.9658230617858,-1808.768827636933,229.24964009605915
151,2616.047996299314,-2487.5000765786035,221.50470496951073
152,1093.1291037817396,-1352.6707219585035,191.391118599018
153,1445.6497774079382,-2087.2834388425495,153.02973623672938
154,1330.860700631652,-2892.250232998421,-3.206448634128959
155,1716.8006100890202,-2231.690244121296,236.3216600818386
156,2654.071643802567,-2952.500578307897,53.31792442944392
157,1939.2846035735079,-2725.937519028193,28.459047348837288
158,1287.0962464803151,-1172.876249638173,59.43717256049217
159,1064.3151205246152,-1183.7383895721061,96.09317812240434
160,2852.9233393866425,-2775.9083254688057,24.969701087940834
161,1796.11639130812,-2042.4722968863503,255.36366695918082
162,2118.148642165057,-2171.924457377649,191.0935748078524
163,1677.8735662260874,-2220.192705055168,149.6493205288334
164,1469.0173930302371,-2202.18071409015,179.08937511537596
165,1438.3715843102875,-2159.5836417009095,27.87892697733445
166,2719.6114195304544,-2559.3844732537177,35.381945250314395
167,1329.9745143761195,-2601.6312057086147,229.09430782432295
168,1789.5144877316766,-1082.617975465385,255.93790813739724
169,1531.6297879937001,-1675.886292888479,126.63576950355417
170,2793.734204922961,-2520.613464957486,-8.103141555273636
171,1677.1395844579497,-1286.0150590800713,175.8161241030184
172,1163.0496642027388,-1440.5135101175406,79.11083326552705
173,2208.1582109563706,-2752.7845274828705,131.3942513023099
174,1505.4752645766043,-1379.3710802862925,235.0084046399809
175,1390.5357667657438,-1897.2545299865324,205.65767032737253
176,2167.5306722573805,-1369.9680945013467,80.40827104745414
177,2669.7725532236263,-2804.48549476524,16.855185786537934
178,2226.8325635119368,-2524.449809716314,205.207839979052
179,1708.026032610916,-2498.92974024458,245.81842892401613
180,2984.531047586989,-2880.629404307351,105.36463825697044
181,1069.2826342799247,-2468.9933303827934,219.55618017709676
182,1929.2772639580103,-1823.7107464490095,118.77469011875291
183,2115.9925612956504,-2933.530936883175,-10.307044620140918
184,1194.3847747705777,-2986.6179660354555,39.80525929782435
185,1751.6201572780537,-2565.7006325416587,146.6345290488145
186,2799.329717388151,-1545.9622818868324,166.94184239105357
187,2430.5972931439255,-2871.836775606889,42.36407917031721
188,1499.8271758865828,-1250.8265835650284,104.41324950920233
189,1782.4320686509805,-2559.1173037178137,131.7872785779361
190,1292.7475971017966,-1183.1442691640455,28.59855435413788
191,2675.6585703365577,-1217.0211152350498,30.623904505587888
192,1219.638636841559,-2703.9887781195166,213.74995169631774
193,2748.214579061252,-1474.4172595102398,188.1994055342007
194,1518.155649105719,-2594.262049216811,208.31142609385273
195,2169.7129522984533,-2988.7370446374734,188.24708970549418
196,1210.1570588986813,-2823.0433764969166,222.0182737673198
197,2541.344549018107,-1803.387282794909,-9.627851040974592
198,2276.181000901959,-2033.5223733512823,52.63288683714414
199,1224.7520141972534,-1305.0078917908804,198.58672804920738
