Point,X (m),Y (m),Z (m)
110,1139.4233757553652,-1054.700912570482,232.3780868435827
111,1332.5717800706996,-2498.2192871974057,200.94055111595083
112,1411.8260575301508,-1091.2222839265028,233.54609978658675
113,1321.6108016477503,-2027.4917738474574,255.53032514435307
114,1044.5281104036549,-2593.154396575148,184.47416608920128
115,1806.92085569938,-1597.7627005036602,207.01364882538732
116,2809.2415018510746,-1139.6743521701326,41.50761605890571
117,1172.5448175842334,-2963.799885243359,154.57960971448998
118,2726.0189117125847,-1703.3832049942694,97.01414629419106
119,2669.1729230884757,-2054.0907904414025,116.93604366916205
120,1935.2323006205315,-2174.542834538922,183.61968911243315
121,2356.3325603884455,-2023.9952377722766,184.8670610105518
122,2733.2118333788567,-2652.894287860553,-10.527814350557453
123,1091.9488677128047,-2669.066707189103,40.80315142085365
124,2858.0416495182108,-1798.8887118627101,-10.848860857635554
125,2460.204919159285,-2240.340957522796,68.41230952035372
126,1856.10012845979,-2360.695294329839,-12.740616538075123
127,2660.672843515734,-1541.3188912070789,188.0537416185021
128,2336.7739102550395,-1172.9196667841893,136.69428346834647
129,2739.646205681426,-2892.3338237397866,106.34210231444155
130,2310.711123412419,-1408.7946604237918,147.77597186769637
131,1770.2415834891942,-2441.4160199854605,53.538979793834
132,2286.3278829366072,-2767.6952042534367,257.16487993452967
133,2189.017885614531,-1975.6199485291288,28.150429952346045
134,1821.9057620240233,-2767.5442683838132,63.40774414388038
135,2784.6754059114055,-1230.8763623278332,6.250667796186274
136,2792.3584219304394,-2693.923826187071,252.47256502770824
137,1449.5889448998064,-1207.9550972262366,82.76382906821476
138,1952.9451374318724,-1679.8010616039865,4.36707442843452
139,1172.0312430362133,-2665.9408221826748,110.67526656377223
140,2177.833899037495,-2694.541308724472,186.55537381052878
141,1867.2461922224074,-2295.8312113640186,148.650982101477
142,2870.491461290513,-2382.6266823937876,182.9675038168385
143,1663.9626397500397,-2917.166114421687,65.23166379187936
144,2060.5422456360193,-2509.1428514470363,22.081244359301664
145,1192.7324499568276,-2883.783504359918,82.53246910295199
146,2873.421641773337,-2500.516371034191,59.739685061729844
147,1352.852835924033,-2613.074917937189,66.3927207066306
148,1519.079610341067,-1388.6986351796938,180.75519512991903
149,1434.1825726019717,-1259.3173212426163,20.913243778193923
150,1788.071639545075,-2951.359685665352,154.50934557010825
151,2059.3834319522566,-2491.2783147526047,35.69703708963998
152,1312.0699834335087,-1609.8639415252198,-10.269936347554163
153,1895.5252326497393,-1791.1710335380258,146.7222032499528
154,1446.8650065181191,-1932.2549231354344,234.34697270782982
155,2960.376744836927,-1610.540146718502,207.40394557460533
156,2213.9637879714537,-2715.70081718172,129.25744628674218
157,1257.8967573789291,-2367.209020257516,119.38733915298906
158,1041.023807239531,-2964.8803878018407,228.0395336246891
159,1251.3073939032465,-1020.5518305432047,96.05086252807138
160,1280.5292302019652,-1678.7760656622702,203.7709783842337
161,2126.018632470408,-2612.3601605030117,218.15024557777858
162,2642.1673124819563,-2858.6038877632895,138.7243901157431
163,2975.2113468016532,-1080.667132150452,49.37288228322102
164,2051.4459951101076,-1535.5798989620548,5.822095450314922
165,1341.760874958706,-1119.7537800062355,56.38445261945094
166,1870.4045304368096,-1554.6775424856396,205.46200427760817
167,2698.430830373355,-1621.6328648362773,49.467816541855214
168,1739.1743563476643,-2990.458381680333,76.19277957165276
169,2482.3736162248642,-1043.1895664807832,43.419994708253355
170,1333.595251625803,-2190.5797933438243,59.49802472136386
171,1531.4449930540118,-2627.7676737755073,84.54030596678122
172,1062.757591494155,-1384.882503113175,172.22862225613048
173,2023.3055466507133,-2442.47153079466,146.37212066163394
174,1803.6499070585664,-2550.2676584382243,24.66413100904704
175,1388.752072422628,-1731.674528987662,-14.585877246300281
176,2434.03449196194,-1078.3319570061744,32.1824424080797
177,1248.9619963019852,-1441.7046952165865,145.92014239354626
178,1911.486638472947,-2685.339853510752,124.533240512399
179,1803.99986290839,-1917.7403101034743,248.3476151606573
180,1324.7613530299018,-1382.845089223651,221.29206813049365
181,2798.145088390872,-1690.1490873989123,201.60043923499845
182,1631.3849526842168,-2220.953419297428,137.23412869755612
183,2936.118325082283,-2897.584911495205,181.4878105045745
184,2025.9914781773869,-2383.669000121834,108.28937715924407
185,1375.8190914698976,-1723.0105852116726,231.3611899412325
186,1307.3421662180347,-2200.921881384259,161.31866760081073
187,2109.7162664417656,-2170.1788936006024,121.11568768290925
188,1041.2208041729584,-2984.638800898952,143.2751490425525
189,1851.361855233,-2355.889176272256,81.34565199838201
190,1468.5889626582239,-2700.4793232873026,173.76869818867755
191,1279.959389609036,-1274.8566191823525,75.6618369678847
192,2911.158772723828,-1601.6487771397765,205.21914229134632
193,2567.7511458399013,-1411.483264391007,69.64209383804423
194,2421.926948915704,-2149.204889976376,159.11158528808224
195,2136.4552485653703,-1546.5625360939976,31.1483049206481
196,2636.770492323006,-1400.3582348904847,-11.741664961804425
197,2054.770354960079,-1902.3539799453606,128.98720397457595
198,2512.151038599839,-1193.140996139211,-10.934609666481485
199,1396.636204780787,-2942.462205880626,208.49603630534784
